intensification,mature,decay,residual
2012-12-18 16:00:00,2012-12-19 09:00:00,2012-12-19 21:00:00,2012-12-20 21:00:00
2012-12-19 08:00:00,2012-12-19 20:00:00,2012-12-20 20:00:00,2012-12-22 09:00:00
