intensification,mature,decay,residual
2008-01-26 22:00:00,2008-01-29 22:00:00,2008-01-30 22:00:00,2008-02-01 22:00:00
2008-01-29 21:00:00,2008-01-30 21:00:00,2008-02-01 21:00:00,2008-02-03 14:00:00
