intensification,mature,decay,intensification 2,mature 2,decay 2
1980-12-17 16:00:00,1980-12-18 10:00:00,1980-12-19 00:00:00,1980-12-19 21:00:00,1980-12-21 14:00:00,1980-12-22 03:00:00
1980-12-18 09:00:00,1980-12-18 23:00:00,1980-12-19 20:00:00,1980-12-21 13:00:00,1980-12-22 02:00:00,1980-12-22 21:00:00
