intensification,mature,decay,intensification 2,mature 2,decay 2
2012-04-26 20:00:00,2012-04-27 19:00:00,2012-04-28 05:00:00,2012-04-28 15:00:00,2012-04-29 20:00:00,2012-04-30 06:00:00
2012-04-27 18:00:00,2012-04-28 04:00:00,2012-04-28 14:00:00,2012-04-29 19:00:00,2012-04-30 05:00:00,2012-04-30 23:00:00
