intensification,mature,decay,residual
1995-08-02 11:00:00,1995-08-03 10:00:00,1995-08-04 00:00:00,1995-08-05 04:00:00
1995-08-03 09:00:00,1995-08-03 23:00:00,1995-08-05 03:00:00,1995-08-06 02:00:00
