incipient,intensification,mature,decay
2002-10-12 05:00:00,2002-10-12 17:00:00,2002-10-13 01:00:00,2002-10-13 09:00:00
2002-10-12 16:00:00,2002-10-13 00:00:00,2002-10-13 08:00:00,2002-10-14 03:00:00
