intensification,mature,decay,residual
1982-11-18 14:00:00,1982-11-19 11:00:00,1982-11-19 17:00:00,1982-11-20 04:00:00
1982-11-19 10:00:00,1982-11-19 16:00:00,1982-11-20 03:00:00,1982-11-21 00:00:00
