intensification,mature,decay,residual
2011-05-24 06:00:00,2011-05-27 20:00:00,2011-05-29 18:00:00,2011-06-01 21:00:00
2011-05-27 19:00:00,2011-05-29 17:00:00,2011-06-01 20:00:00,2011-06-04 01:00:00
