intensification,mature,decay,intensification 2,mature 2,decay 2
1989-08-08 01:00:00,1989-08-09 12:00:00,1989-08-10 09:00:00,1989-08-11 13:00:00,1989-08-14 02:00:00,1989-08-15 02:00:00
1989-08-09 11:00:00,1989-08-10 08:00:00,1989-08-11 12:00:00,1989-08-14 01:00:00,1989-08-15 01:00:00,1989-08-17 01:00:00
