incipient,intensification,mature,decay
1995-01-13 10:00:00,1995-01-14 04:00:00,1995-01-15 08:00:00,1995-01-15 19:00:00
1995-01-14 03:00:00,1995-01-15 07:00:00,1995-01-15 18:00:00,1995-01-16 10:00:00
