intensification,mature,decay,intensification 2,mature 2,decay 2
2012-10-23 15:00:00,2012-10-24 01:00:00,2012-10-24 07:00:00,2012-10-24 13:00:00,2012-10-25 04:00:00,2012-10-25 10:00:00
2012-10-24 00:00:00,2012-10-24 06:00:00,2012-10-24 12:00:00,2012-10-25 03:00:00,2012-10-25 09:00:00,2012-10-25 21:00:00
