intensification,mature,decay,residual
2008-04-28 17:00:00,2008-04-29 06:00:00,2008-04-29 11:00:00,2008-04-29 18:00:00
2008-04-29 05:00:00,2008-04-29 10:00:00,2008-04-29 17:00:00,2008-04-30 07:00:00
