intensification,mature,decay,intensification 2,mature 2,decay 2
1993-05-29 15:00:00,1993-05-30 01:00:00,1993-05-30 09:00:00,1993-05-30 21:00:00,1993-05-31 12:00:00,1993-05-31 17:00:00
1993-05-30 00:00:00,1993-05-30 08:00:00,1993-05-30 20:00:00,1993-05-31 11:00:00,1993-05-31 16:00:00,1993-05-31 22:00:00
