intensification,mature,decay,intensification 2,mature 2,decay 2
2010-05-28 02:00:00,2010-05-29 09:00:00,2010-05-30 02:00:00,2010-05-31 07:00:00,2010-06-01 09:00:00,2010-06-01 21:00:00
2010-05-29 08:00:00,2010-05-30 01:00:00,2010-05-31 06:00:00,2010-06-01 08:00:00,2010-06-01 20:00:00,2010-06-02 19:00:00
