intensification,mature,decay,residual
1998-10-05 15:00:00,1998-10-07 09:00:00,1998-10-08 08:00:00,1998-10-09 23:00:00
1998-10-07 08:00:00,1998-10-08 07:00:00,1998-10-09 22:00:00,1998-10-13 10:00:00
