incipient,intensification,mature,decay
1995-05-26 01:00:00,1995-05-26 16:00:00,1995-05-27 14:00:00,1995-05-27 22:00:00
1995-05-26 15:00:00,1995-05-27 13:00:00,1995-05-27 21:00:00,1995-05-28 09:00:00
