incipient,intensification,mature,decay
2016-10-01 11:00:00,2016-10-02 09:00:00,2016-10-02 22:00:00,2016-10-03 04:00:00
2016-10-02 08:00:00,2016-10-02 21:00:00,2016-10-03 03:00:00,2016-10-03 18:00:00
