intensification,mature,decay,intensification 2,mature 2,decay 2
1982-02-02 02:00:00,1982-02-03 11:00:00,1982-02-04 08:00:00,1982-02-05 13:00:00,1982-02-06 18:00:00,1982-02-07 21:00:00
1982-02-03 10:00:00,1982-02-04 07:00:00,1982-02-05 12:00:00,1982-02-06 17:00:00,1982-02-07 20:00:00,1982-02-10 19:00:00
