intensification,mature,decay,intensification 2,mature 2,decay 2
2014-10-03 15:00:00,2014-10-05 06:00:00,2014-10-06 03:00:00,2014-10-07 08:00:00,2014-10-09 14:00:00,2014-10-10 15:00:00
2014-10-05 05:00:00,2014-10-06 02:00:00,2014-10-07 07:00:00,2014-10-09 13:00:00,2014-10-10 14:00:00,2014-10-12 19:00:00
