incipient,intensification,mature,decay
1988-07-19 10:00:00,1988-07-20 14:00:00,1988-07-22 14:00:00,1988-07-23 11:00:00
1988-07-20 13:00:00,1988-07-22 13:00:00,1988-07-23 10:00:00,1988-07-25 06:00:00
