intensification,mature,decay,intensification 2,mature 2,decay 2
2014-10-10 16:00:00,2014-10-11 00:00:00,2014-10-11 06:00:00,2014-10-11 16:00:00,2014-10-12 07:00:00,2014-10-12 12:00:00
2014-10-10 23:00:00,2014-10-11 05:00:00,2014-10-11 15:00:00,2014-10-12 06:00:00,2014-10-12 11:00:00,2014-10-12 18:00:00
