intensification,mature,decay,residual
2016-12-09 01:00:00,2016-12-10 01:00:00,2016-12-10 09:00:00,2016-12-10 20:00:00
2016-12-10 00:00:00,2016-12-10 08:00:00,2016-12-10 19:00:00,2016-12-11 05:00:00
