intensification,mature,decay,residual
1987-06-10 10:00:00,1987-06-12 10:00:00,1987-06-13 04:00:00,1987-06-14 05:00:00
1987-06-12 09:00:00,1987-06-13 03:00:00,1987-06-14 04:00:00,1987-06-15 01:00:00
