intensification,mature,decay,residual
2012-11-29 15:00:00,2012-12-01 06:00:00,2012-12-02 10:00:00,2012-12-04 09:00:00
2012-12-01 05:00:00,2012-12-02 09:00:00,2012-12-04 08:00:00,2012-12-05 17:00:00
