incipient,intensification,mature,decay
1985-07-30 21:00:00,1985-08-02 10:00:00,1985-08-03 01:00:00,1985-08-03 19:00:00
1985-08-02 09:00:00,1985-08-03 00:00:00,1985-08-03 18:00:00,1985-08-05 15:00:00
