intensification,mature,decay,residual
2019-08-26 18:00:00,2019-08-27 22:00:00,2019-08-28 12:00:00,2019-08-29 18:00:00
2019-08-27 21:00:00,2019-08-28 11:00:00,2019-08-29 17:00:00,2019-08-31 10:00:00
