incipient,intensification,mature,decay
1981-09-20 15:00:00,1981-09-21 08:00:00,1981-09-21 22:00:00,1981-09-22 05:00:00
1981-09-21 07:00:00,1981-09-21 21:00:00,1981-09-22 04:00:00,1981-09-22 16:00:00
