intensification,mature,decay,residual
2005-05-20 10:00:00,2005-05-22 10:00:00,2005-05-23 22:00:00,2005-05-26 16:00:00
2005-05-22 09:00:00,2005-05-23 21:00:00,2005-05-26 15:00:00,2005-05-31 23:00:00
