intensification,mature,decay,residual
1980-11-18 23:00:00,1980-11-19 16:00:00,1980-11-19 22:00:00,1980-11-20 10:00:00
1980-11-19 15:00:00,1980-11-19 21:00:00,1980-11-20 09:00:00,1980-11-20 20:00:00
