intensification,mature,decay,residual
2004-12-28 22:00:00,2004-12-29 12:00:00,2004-12-29 18:00:00,2004-12-30 05:00:00
2004-12-29 11:00:00,2004-12-29 17:00:00,2004-12-30 04:00:00,2004-12-30 14:00:00
