intensification,mature,decay,intensification 2,mature 2,decay 2
2018-10-01 17:00:00,2018-10-03 13:00:00,2018-10-04 11:00:00,2018-10-05 22:00:00,2018-10-08 10:00:00,2018-10-09 08:00:00
2018-10-03 12:00:00,2018-10-04 10:00:00,2018-10-05 21:00:00,2018-10-08 09:00:00,2018-10-09 07:00:00,2018-10-10 23:00:00
