intensification,mature,decay,residual
1982-08-07 22:00:00,1982-08-08 21:00:00,1982-08-09 13:00:00,1982-08-10 18:00:00
1982-08-08 20:00:00,1982-08-09 12:00:00,1982-08-10 17:00:00,1982-08-11 14:00:00
