intensification,mature,decay,residual
2001-10-24 11:00:00,2001-10-28 11:00:00,2001-10-29 02:00:00,2001-10-30 05:00:00
2001-10-28 10:00:00,2001-10-29 01:00:00,2001-10-30 04:00:00,2001-10-31 23:00:00
