intensification,mature,decay,residual
1980-05-29 23:00:00,1980-06-03 15:00:00,1980-06-05 12:00:00,1980-06-09 06:00:00
1980-06-03 14:00:00,1980-06-05 11:00:00,1980-06-09 05:00:00,1980-06-11 06:00:00
