intensification,mature,decay,residual
2019-05-31 03:00:00,2019-05-31 15:00:00,2019-06-01 01:00:00,2019-06-01 20:00:00
2019-05-31 14:00:00,2019-06-01 00:00:00,2019-06-01 19:00:00,2019-06-03 05:00:00
