intensification,mature,decay,intensification 2,mature 2,decay 2
2004-01-06 21:00:00,2004-01-08 19:00:00,2004-01-10 02:00:00,2004-01-11 23:00:00,2004-01-16 00:00:00,2004-01-17 09:00:00
2004-01-08 18:00:00,2004-01-10 01:00:00,2004-01-11 22:00:00,2004-01-15 23:00:00,2004-01-17 08:00:00,2004-01-19 17:00:00
