incipient,intensification,mature,decay
1985-01-19 08:00:00,1985-01-20,1985-01-21 01:00:00,1985-01-21 12:00:00
1985-01-19 23:00:00,1985-01-21,1985-01-21 11:00:00,1985-01-22 05:00:00
