intensification,mature,decay,residual
1982-01-03 09:00:00,1982-01-05 11:00:00,1982-01-06 09:00:00,1982-01-08 00:00:00
1982-01-05 10:00:00,1982-01-06 08:00:00,1982-01-07 23:00:00,1982-01-10 18:00:00
