intensification,mature,decay,residual
2009-07-04 00:00:00,2009-07-05 14:00:00,2009-07-06 03:00:00,2009-07-06 20:00:00
2009-07-05 13:00:00,2009-07-06 02:00:00,2009-07-06 19:00:00,2009-07-09 09:00:00
