incipient,intensification,mature,decay
2013-11-17 10:00:00,2013-11-17 18:00:00,2013-11-21 18:00:00,2013-11-24 02:00:00
2013-11-17 17:00:00,2013-11-21 17:00:00,2013-11-24 01:00:00,2013-11-29 12:00:00
