intensification,mature,decay,residual
2011-10-08 21:00:00,2011-10-10 00:00:00,2011-10-10 09:00:00,2011-10-11 01:00:00
2011-10-09 23:00:00,2011-10-10 08:00:00,2011-10-11 00:00:00,2011-10-12 07:00:00
