intensification,mature,decay,intensification 2,mature 2,decay 2
1999-07-18 13:00:00,1999-07-19 10:00:00,1999-07-19 21:00:00,1999-07-20 15:00:00,1999-07-21 11:00:00,1999-07-21 21:00:00
1999-07-19 09:00:00,1999-07-19 20:00:00,1999-07-20 14:00:00,1999-07-21 10:00:00,1999-07-21 20:00:00,1999-07-22 14:00:00
