intensification,mature,decay,intensification 2,mature 2,decay 2
2006-10-28 17:00:00,2006-10-30 02:00:00,2006-10-30 18:00:00,2006-10-31 21:00:00,2006-11-02 02:00:00,2006-11-02 18:00:00
2006-10-30 01:00:00,2006-10-30 17:00:00,2006-10-31 20:00:00,2006-11-02 01:00:00,2006-11-02 17:00:00,2006-11-04 03:00:00
