incipient,intensification,mature,decay
2003-03-06 11:00:00,2003-03-07 21:00:00,2003-03-12 01:00:00,2003-03-12 23:00:00
2003-03-07 20:00:00,2003-03-12 00:00:00,2003-03-12 22:00:00,2003-03-14 01:00:00
