intensification,mature,decay,intensification 2,mature 2,decay 2
1992-10-31 06:00:00,1992-10-31 20:00:00,1992-11-01 04:00:00,1992-11-01 14:00:00,1992-11-02 12:00:00,1992-11-02 19:00:00
1992-10-31 19:00:00,1992-11-01 03:00:00,1992-11-01 13:00:00,1992-11-02 11:00:00,1992-11-02 18:00:00,1992-11-03 05:00:00
