incipient,intensification,mature,decay
1999-03-20 16:00:00,1999-03-21 00:00:00,1999-03-21 10:00:00,1999-03-21 15:00:00
1999-03-20 23:00:00,1999-03-21 09:00:00,1999-03-21 14:00:00,1999-03-21 23:00:00
