incipient,intensification,mature,decay
1997-01-16 10:00:00,1997-01-16 19:00:00,1997-01-17 00:00:00,1997-01-17 05:00:00
1997-01-16 18:00:00,1997-01-16 23:00:00,1997-01-17 04:00:00,1997-01-17 19:00:00
