intensification,mature,decay,residual
2013-10-22 05:00:00,2013-10-24 02:00:00,2013-10-25 03:00:00,2013-10-26 22:00:00
2013-10-24 01:00:00,2013-10-25 02:00:00,2013-10-26 21:00:00,2013-10-31 22:00:00
