intensification,mature,decay,intensification 2,mature 2,decay 2
1981-12-28 13:00:00,1981-12-30 01:00:00,1981-12-30 20:00:00,1981-12-31 22:00:00,1982-01-02 12:00:00,1982-01-03 09:00:00
1981-12-30 00:00:00,1981-12-30 19:00:00,1981-12-31 21:00:00,1982-01-02 11:00:00,1982-01-03 08:00:00,1982-01-05 08:00:00
