intensification,mature,decay,residual
1993-02-03 23:00:00,1993-02-05 04:00:00,1993-02-05 21:00:00,1993-02-07 00:00:00
1993-02-05 03:00:00,1993-02-05 20:00:00,1993-02-06 23:00:00,1993-02-10 11:00:00
