intensification,mature,decay,residual
2003-05-06 22:00:00,2003-05-07 18:00:00,2003-05-08 09:00:00,2003-05-09 09:00:00
2003-05-07 17:00:00,2003-05-08 08:00:00,2003-05-09 08:00:00,2003-05-10 02:00:00
