intensification,mature,decay,residual
1989-09-30 00:00:00,1989-09-30 10:00:00,1989-09-30 17:00:00,1989-10-01 07:00:00
1989-09-30 09:00:00,1989-09-30 16:00:00,1989-10-01 06:00:00,1989-10-01 17:00:00
