intensification,mature,decay,residual
2003-07-27 15:00:00,2003-07-29 16:00:00,2003-07-30 09:00:00,2003-07-31 15:00:00
2003-07-29 15:00:00,2003-07-30 08:00:00,2003-07-31 14:00:00,2003-08-01 11:00:00
