intensification,mature,decay,intensification 2,mature 2,decay 2
2003-06-06 13:00:00,2003-06-07 10:00:00,2003-06-07 22:00:00,2003-06-08 17:00:00,2003-06-09 06:00:00,2003-06-09 17:00:00
2003-06-07 09:00:00,2003-06-07 21:00:00,2003-06-08 16:00:00,2003-06-09 05:00:00,2003-06-09 16:00:00,2003-06-10 16:00:00
