intensification,mature,decay,residual
2003-06-02 05:00:00,2003-06-03 04:00:00,2003-06-03 14:00:00,2003-06-04 10:00:00
2003-06-03 03:00:00,2003-06-03 13:00:00,2003-06-04 09:00:00,2003-06-05 10:00:00
