incipient,intensification,mature,decay
2018-09-21 08:00:00,2018-09-23 00:00:00,2018-09-24 10:00:00,2018-09-25 07:00:00
2018-09-22 23:00:00,2018-09-24 09:00:00,2018-09-25 06:00:00,2018-09-27 08:00:00
