intensification,mature,decay,residual
2000-05-10 20:00:00,2000-05-12 02:00:00,2000-05-12 18:00:00,2000-05-13 21:00:00
2000-05-12 01:00:00,2000-05-12 17:00:00,2000-05-13 20:00:00,2000-05-14 17:00:00
