intensification,mature,decay,residual
1993-01-16 05:00:00,1993-01-16 16:00:00,1993-01-16 22:00:00,1993-01-17 09:00:00
1993-01-16 15:00:00,1993-01-16 21:00:00,1993-01-17 08:00:00,1993-01-17 21:00:00
