intensification,mature,decay,residual
2014-10-14 23:00:00,2014-10-15 22:00:00,2014-10-16 09:00:00,2014-10-17 03:00:00
2014-10-15 21:00:00,2014-10-16 08:00:00,2014-10-17 02:00:00,2014-10-17 15:00:00
