intensification,mature,decay,intensification 2,mature 2,decay 2
2000-06-19 17:00:00,2000-06-20 23:00:00,2000-06-21 12:00:00,2000-06-22 05:00:00,2000-06-23 07:00:00,2000-06-23 19:00:00
2000-06-20 22:00:00,2000-06-21 11:00:00,2000-06-22 04:00:00,2000-06-23 06:00:00,2000-06-23 18:00:00,2000-06-24 19:00:00
