incipient,intensification,mature,decay
2004-04-30 03:00:00,2004-04-30 16:00:00,2004-05-01 01:00:00,2004-05-01 09:00:00
2004-04-30 15:00:00,2004-05-01 00:00:00,2004-05-01 08:00:00,2004-05-02 02:00:00
