intensification,mature,decay,residual
1999-03-28 12:00:00,1999-03-31 00:00:00,1999-03-31 10:00:00,1999-04-01 06:00:00
1999-03-30 23:00:00,1999-03-31 09:00:00,1999-04-01 05:00:00,1999-04-01 22:00:00
