intensification,mature,decay,intensification 2,mature 2,decay 2
2018-02-12 06:00:00,2018-02-13 01:00:00,2018-02-13 06:00:00,2018-02-13 14:00:00,2018-02-13 19:00:00,2018-02-14 00:00:00
2018-02-13 00:00:00,2018-02-13 05:00:00,2018-02-13 13:00:00,2018-02-13 18:00:00,2018-02-13 23:00:00,2018-02-14 09:00:00
