intensification,mature,decay,intensification 2,mature 2,decay 2
2012-03-31 08:00:00,2012-04-02 02:00:00,2012-04-02 20:00:00,2012-04-03 19:00:00,2012-04-04 15:00:00,2012-04-05 09:00:00
2012-04-02 01:00:00,2012-04-02 19:00:00,2012-04-03 18:00:00,2012-04-04 14:00:00,2012-04-05 08:00:00,2012-04-07 03:00:00
